year,qtr,state_fips,low,high
2017,1,1,1.32,1.4
2017,1,2,1.6,1.72
2017,1,4,1.6,1.72
2017,1,5,1.11,1.24
2017,1,6,1.72,1.84
2017,1,8,1.6,1.72
2017,1,9,1.4,1.5
2017,1,10,1.4,1.5
2017,1,11,0.4,1.11
2017,1,12,1.6,1.72
2017,1,13,1.32,1.4
2017,1,15,2.06,
2017,1,16,1.72,1.84
2017,1,17,1.11,1.24
2017,1,18,1.11,1.24
2017,1,19,1.11,1.24
2017,1,20,1.11,1.24
2017,1,21,1.11,1.24
2017,1,22,1.24,1.32
2017,1,23,1.5,1.6
2017,1,24,1.84,2.06
2017,1,25,1.11,1.24
2017,1,26,1.11,1.24
2017,1,27,1.24,1.32
2017,1,28,1.32,1.4
2017,1,29,1.11,1.24
2017,1,30,1.72,1.84
2017,1,31,1.11,1.24
2017,1,32,1.6,1.72
2017,1,33,1.5,1.6
2017,1,34,1.5,1.6
2017,1,35,1.5,1.6
2017,1,36,0.4,1.11
2017,1,37,1.5,1.6
2017,1,38,0.4,1.11
2017,1,39,1.11,1.24
2017,1,40,1.11,1.24
2017,1,41,1.6,1.72
2017,1,42,1.11,1.24
2017,1,44,1.5,1.6
2017,1,45,1.6,1.72
2017,1,46,1.11,1.24
2017,1,47,1.24,1.32
2017,1,48,0.4,1.11
2017,1,49,1.5,1.6
2017,1,50,1.4,1.5
2017,1,51,1.72,1.84
2017,1,53,1.6,1.72
2017,1,54,1.24,1.32
2017,1,55,1.11,1.24
2017,1,56,1.5,1.6
2017,2,1,1.4,1.5
2017,2,2,1.72,1.84
2017,2,4,1.72,1.84
2017,2,5,1.24,1.32
2017,2,6,1.72,1.84
2017,2,8,1.72,1.84
2017,2,9,1.4,1.5
2017,2,10,1.5,1.6
2017,2,11,0.4,1.11
2017,2,12,1.6,1.72
2017,2,13,1.4,1.5
2017,2,15,2.06,
2017,2,16,1.84,2.06
2017,2,17,1.24,1.32
2017,2,18,1.24,1.32
2017,2,19,1.11,1.24
2017,2,20,1.11,1.24
2017,2,21,1.11,1.24
2017,2,22,1.32,1.4
2017,2,23,1.6,1.72
2017,2,24,1.84,2.06
2017,2,25,1.24,1.32
2017,2,26,1.11,1.24
2017,2,27,1.32,1.4
2017,2,28,1.4,1.5
2017,2,29,1.24,1.32
2017,2,30,1.72,1.84
2017,2,31,1.11,1.24
2017,2,32,1.6,1.72
2017,2,33,1.6,1.72
2017,2,34,1.5,1.6
2017,2,35,1.6,1.72
2017,2,36,0.4,1.11
2017,2,37,1.5,1.6
2017,2,38,0.4,1.11
2017,2,39,1.11,1.24
2017,2,40,1.24,1.32
2017,2,41,1.6,1.72
2017,2,42,1.24,1.32
2017,2,44,1.5,1.6
2017,2,45,1.6,1.72
2017,2,46,1.11,1.24
2017,2,47,1.32,1.4
2017,2,48,1.11,1.24
2017,2,49,1.6,1.72
2017,2,50,1.4,1.5
2017,2,51,1.84,2.06
2017,2,53,1.6,1.72
2017,2,54,1.32,1.4
2017,2,55,1.11,1.24
2017,2,56,1.5,1.6
2017,3,1,1.4,1.5
2017,3,2,1.6,1.72
2017,3,4,1.84,2.06
2017,3,5,1.32,1.4
2017,3,6,1.84,2.06
2017,3,8,1.84,2.06
2017,3,9,1.4,1.5
2017,3,10,1.5,1.6
2017,3,11,0.4,1.11
2017,3,12,1.72,1.84
2017,3,13,1.5,1.6
2017,3,15,2.06,
2017,3,16,1.84,2.06
2017,3,17,1.24,1.32
2017,3,18,1.24,1.32
2017,3,19,1.24,1.32
2017,3,20,1.11,1.24
2017,3,21,1.24,1.32
2017,3,22,1.4,1.5
2017,3,23,1.6,1.72
2017,3,24,1.84,2.06
2017,3,25,1.24,1.32
2017,3,26,1.24,1.32
2017,3,27,1.32,1.4
2017,3,28,1.4,1.5
2017,3,29,1.32,1.4
2017,3,30,1.84,2.06
2017,3,31,1.11,1.24
2017,3,32,1.72,1.84
2017,3,33,1.6,1.72
2017,3,34,1.6,1.72
2017,3,35,1.6,1.72
2017,3,36,0.4,1.11
2017,3,37,1.6,1.72
2017,3,38,0.4,1.11
2017,3,39,1.11,1.24
2017,3,40,1.24,1.32
2017,3,41,1.6,1.72
2017,3,42,1.24,1.32
2017,3,44,1.5,1.6
2017,3,45,1.72,1.84
2017,3,46,1.24,1.32
2017,3,47,1.32,1.4
2017,3,48,1.11,1.24
2017,3,49,1.6,1.72
2017,3,50,1.4,1.5
2017,3,51,1.84,2.06
2017,3,53,1.6,1.72
2017,3,54,1.32,1.4
2017,3,55,1.11,1.24
2017,3,56,1.6,1.72
2017,4,1,1.4,1.5
2017,4,2,1.72,1.84
2017,4,4,1.84,2.06
2017,4,5,1.32,1.4
2017,4,6,1.84,2.06
2017,4,8,1.84,2.06
2017,4,9,1.5,1.6
2017,4,10,1.6,1.72
2017,4,11,0.4,1.11
2017,4,12,1.72,1.84
2017,4,13,1.5,1.6
2017,4,15,2.06,
2017,4,16,1.84,2.06
2017,4,17,1.24,1.32
2017,4,18,1.24,1.32
2017,4,19,1.24,1.32
2017,4,20,1.24,1.32
2017,4,21,1.24,1.32
2017,4,22,1.4,1.5
2017,4,23,1.72,1.84
2017,4,24,2.06,
2017,4,25,1.32,1.4
2017,4,26,1.24,1.32
2017,4,27,1.4,1.5
2017,4,28,1.5,1.6
2017,4,29,1.32,1.4
2017,4,30,1.84,2.06
2017,4,31,1.24,1.32
2017,4,32,1.72,1.84
2017,4,33,1.72,1.84
2017,4,34,1.6,1.72
2017,4,35,1.72,1.84
2017,4,36,0.4,1.11
2017,4,37,1.6,1.72
2017,4,38,0.4,1.11
2017,4,39,1.24,1.32
2017,4,40,1.32,1.4
2017,4,41,1.72,1.84
2017,4,42,1.32,1.4
2017,4,44,1.6,1.72
2017,4,45,1.72,1.84
2017,4,46,1.32,1.4
2017,4,47,1.4,1.5
2017,4,48,1.24,1.32
2017,4,49,1.72,1.84
2017,4,50,1.5,1.6
2017,4,51,1.84,2.06
2017,4,53,1.72,1.84
2017,4,54,1.4,1.5
2017,4,55,1.24,1.32
2017,4,56,1.6,1.72
