year,qtr,state_fips,low,high
2020,1,1,1.32,1.4
2020,1,2,1.5,1.6
2020,1,4,1.6,1.72
2020,1,5,1.11,1.24
2020,1,6,1.6,1.72
2020,1,8,1.6,1.72
2020,1,9,1.32,1.4
2020,1,10,1.4,1.5
2020,1,11,0.4,1.11
2020,1,12,1.6,1.72
2020,1,13,1.32,1.4
2020,1,15,2.06,
2020,1,16,1.84,2.06
2020,1,17,1.11,1.24
2020,1,18,1.11,1.24
2020,1,19,1.11,1.24
2020,1,20,0.4,1.11
2020,1,21,1.11,1.24
2020,1,22,1.32,1.4
2020,1,23,1.5,1.6
2020,1,24,1.84,2.06
2020,1,25,1.11,1.24
2020,1,26,1.11,1.24
2020,1,27,1.24,1.32
2020,1,28,1.4,1.5
2020,1,29,1.11,1.24
2020,1,30,1.72,1.84
2020,1,31,1.11,1.24
2020,1,32,1.6,1.72
2020,1,33,1.5,1.6
2020,1,34,1.4,1.5
2020,1,35,1.4,1.5
2020,1,36,0.4,1.11
2020,1,37,1.4,1.5
2020,1,38,0.4,1.11
2020,1,39,1.11,1.24
2020,1,40,1.11,1.24
2020,1,41,1.5,1.6
2020,1,42,1.11,1.24
2020,1,44,1.5,1.6
2020,1,45,1.6,1.72
2020,1,46,1.11,1.24
2020,1,47,1.24,1.32
2020,1,48,1.11,1.24
2020,1,49,1.6,1.72
2020,1,50,1.32,1.4
2020,1,51,1.72,1.84
2020,1,53,1.5,1.6
2020,1,54,1.24,1.32
2020,1,55,1.11,1.24
2020,1,56,1.4,1.5
2020,2,1,1.4,1.5
2020,2,2,1.6,1.72
2020,2,4,1.72,1.84
2020,2,5,1.24,1.32
2020,2,6,1.72,1.84
2020,2,8,1.84,2.06
2020,2,9,1.4,1.5
2020,2,10,1.6,1.72
2020,2,11,0.4,1.11
2020,2,12,1.84,2.06
2020,2,13,1.5,1.6
2020,2,15,2.06,
2020,2,16,1.84,2.06
2020,2,17,1.24,1.32
2020,2,18,1.32,1.4
2020,2,19,1.11,1.24
2020,2,20,1.11,1.24
2020,2,21,1.24,1.32
2020,2,22,1.5,1.6
2020,2,23,1.72,1.84
2020,2,24,1.84,2.06
2020,2,25,1.32,1.4
2020,2,26,1.32,1.4
2020,2,27,1.32,1.4
2020,2,28,1.5,1.6
2020,2,29,1.32,1.4
2020,2,30,1.84,2.06
2020,2,31,1.11,1.24
2020,2,32,2.06,
2020,2,33,1.6,1.72
2020,2,34,1.6,1.72
2020,2,35,1.6,1.72
2020,2,36,0.4,1.11
2020,2,37,1.6,1.72
2020,2,38,1.11,1.24
2020,2,39,1.24,1.32
2020,2,40,1.24,1.32
2020,2,41,1.72,1.84
2020,2,42,1.32,1.4
2020,2,44,1.6,1.72
2020,2,45,1.84,2.06
2020,2,46,1.24,1.32
2020,2,47,1.4,1.5
2020,2,48,1.24,1.32
2020,2,49,1.72,1.84
2020,2,50,1.5,1.6
2020,2,51,1.84,2.06
2020,2,53,1.6,1.72
2020,2,54,1.4,1.5
2020,2,55,1.24,1.32
2020,2,56,1.6,1.72
2020,3,1,1.4,1.5
2020,3,2,1.72,1.84
2020,3,4,1.72,1.84
2020,3,5,1.32,1.4
2020,3,6,1.72,1.84
2020,3,8,1.84,2.06
2020,3,9,1.4,1.5
2020,3,10,1.6,1.72
2020,3,11,0.4,1.11
2020,3,12,1.84,2.06
2020,3,13,1.5,1.6
2020,3,15,2.06,
2020,3,16,1.84,2.06
2020,3,17,1.24,1.32
2020,3,18,1.32,1.4
2020,3,19,1.11,1.24
2020,3,20,1.11,1.24
2020,3,21,1.24,1.32
2020,3,22,1.5,1.6
2020,3,23,1.72,1.84
2020,3,24,1.84,2.06
2020,3,25,1.32,1.4
2020,3,26,1.24,1.32
2020,3,27,1.4,1.5
2020,3,28,1.5,1.6
2020,3,29,1.32,1.4
2020,3,30,1.84,2.06
2020,3,31,1.11,1.24
2020,3,32,1.84,2.06
2020,3,33,1.6,1.72
2020,3,34,1.6,1.72
2020,3,35,1.6,1.72
2020,3,36,0.4,1.11
2020,3,37,1.6,1.72
2020,3,38,1.11,1.24
2020,3,39,1.11,1.24
2020,3,40,1.32,1.4
2020,3,41,1.72,1.84
2020,3,42,1.24,1.32
2020,3,44,1.6,1.72
2020,3,45,1.84,2.06
2020,3,46,1.32,1.4
2020,3,47,1.4,1.5
2020,3,48,1.24,1.32
2020,3,49,1.72,1.84
2020,3,50,1.5,1.6
2020,3,51,1.84,2.06
2020,3,53,1.6,1.72
2020,3,54,1.4,1.5
2020,3,55,1.24,1.32
2020,3,56,1.6,1.72
2020,4,1,1.32,1.4
2020,4,2,1.6,1.72
2020,4,4,1.72,1.84
2020,4,5,1.32,1.4
2020,4,6,1.6,1.72
2020,4,8,1.84,2.06
2020,4,9,1.4,1.5
2020,4,10,1.6,1.72
2020,4,11,0.4,1.11
2020,4,12,1.72,1.84
2020,4,13,1.5,1.6
2020,4,15,2.06,
2020,4,16,1.84,2.06
2020,4,17,1.11,1.24
2020,4,18,1.24,1.32
2020,4,19,1.11,1.24
2020,4,20,1.11,1.24
2020,4,21,1.24,1.32
