year,qtr,state_fips,low,high
2021,1,1,1.32,1.4
2021,1,2,1.6,1.72
2021,1,4,1.72,1.84
2021,1,5,1.24,1.32
2021,1,6,1.5,1.6
2021,1,8,1.72,1.84
2021,1,9,1.4,1.5
2021,1,10,1.6,1.72
2021,1,11,0.4,1.11
2021,1,12,1.72,1.84
2021,1,13,1.4,1.5
2021,1,15,2.06,
2021,1,16,1.84,2.06
2021,1,17,1.11,1.24
2021,1,18,1.24,1.32
2021,1,19,1.11,1.24
2021,1,20,1.11,1.24
2021,1,21,1.11,1.24
2021,1,22,1.4,1.5
2021,1,23,1.6,1.72
2021,1,24,1.84,2.06
2021,1,25,1.11,1.24
2021,1,26,1.24,1.32
2021,1,27,1.24,1.32
2021,1,28,1.4,1.5
2021,1,29,1.24,1.32
2021,1,30,1.72,1.84
2021,1,31,1.11,1.24
2021,1,32,1.84,2.06
2021,1,33,1.6,1.72
2021,1,34,1.4,1.5
2021,1,35,1.6,1.72
2021,1,36,0.4,1.11
2021,1,37,1.5,1.6
2021,1,38,1.11,1.24
2021,1,39,1.11,1.24
2021,1,40,1.24,1.32
2021,1,41,1.6,1.72
2021,1,42,1.24,1.32
2021,1,44,1.6,1.72
2021,1,45,1.72,1.84
2021,1,46,1.24,1.32
2021,1,47,1.32,1.4
2021,1,48,1.24,1.32
2021,1,49,1.6,1.72
2021,1,50,1.4,1.5
2021,1,51,1.72,1.84
2021,1,53,1.5,1.6
2021,1,54,1.32,1.4
2021,1,55,1.11,1.24
2021,1,56,1.5,1.6
2021,2,1,1.32,1.4
2021,2,2,1.6,1.72
2021,2,4,1.72,1.84
2021,2,5,1.24,1.32
2021,2,6,1.6,1.72
2021,2,8,1.72,1.84
2021,2,9,1.4,1.5
2021,2,10,1.5,1.6
2021,2,11,0.4,1.11
2021,2,12,1.72,1.84
2021,2,13,1.4,1.5
2021,2,15,2.06,
2021,2,16,1.84,2.06
2021,2,17,1.11,1.24
2021,2,18,1.24,1.32
2021,2,19,1.11,1.24
2021,2,20,1.11,1.24
2021,2,21,1.11,1.24
2021,2,22,1.4,1.5
2021,2,23,1.6,1.72
2021,2,24,1.84,2.06
2021,2,25,1.11,1.24
2021,2,26,1.24,1.32
2021,2,27,1.24,1.32
2021,2,28,1.4,1.5
2021,2,29,1.24,1.32
2021,2,30,1.72,1.84
2021,2,31,1.11,1.24
2021,2,32,1.72,1.84
2021,2,33,1.5,1.6
2021,2,34,1.5,1.6
2021,2,35,1.6,1.72
2021,2,36,0.4,1.11
2021,2,37,1.5,1.6
2021,2,38,1.11,1.24
2021,2,39,1.11,1.24
2021,2,40,1.24,1.32
2021,2,41,1.6,1.72
2021,2,42,1.24,1.32
2021,2,44,1.5,1.6
2021,2,45,1.72,1.84
2021,2,46,1.24,1.32
2021,2,47,1.32,1.4
2021,2,48,1.11,1.24
2021,2,49,1.72,1.84
2021,2,50,1.4,1.5
2021,2,51,1.72,1.84
2021,2,53,1.5,1.6
2021,2,54,1.32,1.4
2021,2,55,1.11,1.24
2021,2,56,1.5,1.6
2021,3,1,1.4,1.5
2021,3,2,1.6,1.72
2021,3,4,1.72,1.84
2021,3,5,1.24,1.32
2021,3,6,1.6,1.72
2021,3,8,1.84,2.06
2021,3,9,1.32,1.4
2021,3,10,1.5,1.6
2021,3,11,0.4,1.11
2021,3,12,1.72,1.84
2021,3,13,1.5,1.6
2021,3,15,2.06,
2021,3,16,1.84,2.06
2021,3,17,1.11,1.24
2021,3,18,1.24,1.32
2021,3,19,1.11,1.24
2021,3,20,1.11,1.24
2021,3,21,1.11,1.24
2021,3,22,1.4,1.5
2021,3,23,1.6,1.72
2021,3,24,1.84,2.06
2021,3,25,1.11,1.24
2021,3,26,1.24,1.32
2021,3,27,1.32,1.4
2021,3,28,1.4,1.5
2021,3,29,1.32,1.4
2021,3,30,1.72,1.84
2021,3,31,1.11,1.24
2021,3,32,1.72,1.84
2021,3,33,1.6,1.72
2021,3,34,1.5,1.6
2021,3,35,1.6,1.72
2021,3,36,0.4,1.11
2021,3,37,1.5,1.6
2021,3,38,1.11,1.24
2021,3,39,1.11,1.24
2021,3,40,1.24,1.32
2021,3,41,1.6,1.72
2021,3,42,1.24,1.32
2021,3,44,1.6,1.72
2021,3,45,1.72,1.84
2021,3,46,1.24,1.32
2021,3,47,1.32,1.4
2021,3,48,1.24,1.32
2021,3,49,1.72,1.84
2021,3,50,1.4,1.5
2021,3,51,1.72,1.84
2021,3,53,1.6,1.72
2021,3,54,1.24,1.32
2021,3,55,1.24,1.32
2021,3,56,1.5,1.6
2021,4,1,1.32,1.4
2021,4,2,1.6,1.72
2021,4,4,1.72,1.84
2021,4,5,1.24,1.32
2021,4,6,1.5,1.6
2021,4,8,1.72,1.84
2021,4,9,1.4,1.5
2021,4,10,1.5,1.6
2021,4,11,0.4,1.11
2021,4,12,1.6,1.72
2021,4,13,1.4,1.5
2021,4,15,2.06,
2021,4,16,1.84,2.06
2021,4,17,1.11,1.24
2021,4,18,1.11,1.24
2021,4,19,1.11,1.24
2021,4,20,1.11,1.24
2021,4,21,1.11,1.24
2021,4,22,1.4,1.5
2021,4,23,1.6,1.72
2021,4,24,1.84,2.06
2021,4,25,1.11,1.24
2021,4,26,1.24,1.32
2021,4,27,1.32,1.4
2021,4,28,1.4,1.5
2021,4,29,1.24,1.32
2021,4,30,1.72,1.84
2021,4,31,1.11,1.24
2021,4,32,1.72,1.84
2021,4,33,1.5,1.6
2021,4,34,1.5,1.6
2021,4,35,1.5,1.6
2021,4,36,0.4,1.11
2021,4,37,1.5,1.6
2021,4,38,1.11,1.24
2021,4,39,1.11,1.24
2021,4,40,1.24,1.32
2021,4,41,1.6,1.72
2021,4,42,1.11,1.24
2021,4,44,1.6,1.72
2021,4,45,1.72,1.84
2021,4,46,1.24,1.32
2021,4,47,1.32,1.4
2021,4,48,1.24,1.32
2021,4,49,1.72,1.84
2021,4,50,1.4,1.5
2021,4,51,1.72,1.84
